1941Liberal	42	52	34	5	28	89	43	27	92	16	30	15	32	11	46	21	29	10	14	6	39	16	24	14	33	32	24	13	10	11	33	11	20	24	17	32	28	9	15	49	8	20	101	18	17	31	22	15	30	27	8	12	29	73	20	11	34	18	23	40	13	25	39	5	16	15	26	63	13	18	49	23	30	27	35	52	28	24	45	11	23	14	20	22	67	16	35	27	25	26	36	31	7	8	34	39	44	30	61	20	61	45	31	57	42	11	13	7	14	59	17	28	32																																																																																																																																																																																																																																																																																																																																																																																																																																																													
1942Liberal	38	60	15	13	33	34	10	15	27	17	36	26	15	17	9	29	27	15	19	12	17	7	20	28	34	7	4	37	33	82	22	35	28	31	9	21	21	23	9	57	9	9	13	21	12	18	18	25	40	10	22	56	23	25	24	17	29	9	29	37	5	50	22	17	23	32	12	5	10	44	19	23	22	10	33	45	34	34	26	41	18	18	24	46	16	10	65	23	24	6	18	40	19	28	28	12	18	18	28	15	10	31	30	19	31	17	54	23	11	14	45	14	13	34	31	20	43	21	27	25	9	14	5	2	4	23	14	11	9	38	51	33	18	18	33	13	29	14	58	25																																																																																																																																																																																																																																																																																																																																																																																																																																		
1943Liberal	14	5	56	49	20	12	9	19	13	17	17	12	31	31	4	10	23	15	25	3	7	37	19	15	15	14	21	82	44	9	35	8	46	73	34	37	17	49	24	33	24	31	41	20	62	24	40	20	20	14	59	34	27	92	37	24	78	30	55	40	20	27	36	10	31	24	52	20	16	21	34	36	20	13	39	33	70	68	12	23	104	40	34	23	102	40	27	16	38	29	54	42	18	20	16	76	50	81	43	28	43	38	21	46	45	7	26	59	14	16	36	31	15	20	20	35	15	28	25	21	38	38																																																																																																																																																																																																																																																																																																																																																																																																																																																				
1945Liberal	14	21	48	25	19	22	11	42	27	35	35	30	42	25	9	17	21	23	32	32	29	17	23	52	27	13	5	5	7	39	7	1	16	83	50	35	15	28	15	4	15	23	34	21	16	17	4	22	35	40	52	25	41	5	23	44	23	26	6	14	24	35	27	4	3	22	39	37	14	20	71	15	27	51	31	44	48	23	8	13	11	9	29	17	8	8	28	18	19	21	8	2	25	12	16	17	7	15	23	29	22	13	19	43	37	19	22	1	44	22	17	30	25	39	16	7	5	11	34	93	57	14	24	23	39	35	21	22	27	12	11	26	25	41	27	11	5	5	31	8	19	38	37	32	12	33	29	16	20	23	24	26	5	51	6	8	49	22	32	67	10	47	63	38	6	15	12	103	32	24	24	26	19	31	20	37																																																																																																																																																																																																																																																																																																																																																																																														
1946Labour	9	27	41	27	27	18	9	27	9	18	11	14	24	4	31	32	11	15	26	5	11	6	33	29	25	9	31	9	19	37	21	28	12	16	15	16	32	50	23	90	14	7	30	7	11	15	9	11	15	9	7	28	17	18	19	10	18	5	7	15	7	19	21	29	12	25	24	31	17	17	10	12	19	18	14	6	25	41	36	21	67	26	9	7	17	16	7	6	8	5	26	8	61	15	26	11	10	47	26	4	10	18	8	17	12	34	25	12	36	18	10	27	8	8	22	6	19	9	24	16	72	11	4	17	9	12	16	24	39	31	26	10	14	12	16	6	20	10	11	10	11	23	31	23	11	11	7	2	12	14	16	25	30	8	18	14	10	9	16	10	12	50	34	15	6	15	38	11	11	12	22	7	13	10	53	9	22	42	43	57	15	14	59	49	7	15	10	29	24	11	35	10	55	14	22	23	10	8	4	20																																																																																																																																																																																																																																																																																																																																																																						
1947Labour	41	12	22	8	22	12	8	13	38	21	13	12	11	5	33	13	18	11	12	14	20	19	31	22	4	12	3	15	10	13	18	25	25	47	5	11	8	9	21	14	40	17	15	11	7	19	11	25	6	45	14	7	38	51	20	15	31	9	51	9	20	3	57	16	13	23	6	23	24	11	17	16	18	6	15	25	12	39	12	10	3	36	15	21	8	5	16	5	22	12	29	7	17	17	19	30	13	19	38	5	6	12	17	6	10	22	5	40	13	9	34	10	12	5	13	5	9	7	29	12	6	22	6	9	56	6																																																																																																																																																																																																																																																																																																																																																																																																																																																
1948Labour	21	28	12	55	9	31	14	12	12	12	36	56	35	48	12	29	17	38	39	41	14	37	38	12	5	11	13	7	69	12	23	24	33	20	32	11	22	13	70	4	23	13	14	18	27	6	8	31	23	18	60	30	8	16	22	26	27	6	9	14	19	10	16	24	3	19	11	14	23	20	29	10	10	22	5	43	24	10	24	4	9	19	9	16	24	39	21	17	7	27	42	9	24	20	10																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
1949Labour	15	22	55	19	5	5	11	11	32	17	24	22	66	9	15	27	13	11	22	21	26	50	16	16	6	6	28	8	10	15	24	15	28	7	9	13	9	18	46	40	10	30	10	14	40	5	20	15	35	22	10	21	22	22	7	42	26	13	9	24	14	26	28	13	33	42	19	41	49	16	16	42	13	18	23	12	15	22	22	21	18	23	4	5	18	18	14	9	36	23	6	16	21	43	29	23	38	50	11	30	28	10	21	11	18	47	16	9	18	19	25	33	9	40	20	28	9	23	34	39	7	9	34	30	16	12	9	13	22	26	7	41	6	15	21	5	11	11	25	4	9	5	36	15	7	34	14	8	13	11	51	22	43																																																																																																																																																																																																																																																																																																																																																																																																																					
1950Labour	24	10	13	45	8	30	21	24	27	29	39	33	6	7	31	24	11	39	31	56	18	19	31	24	15	26	25	34	23	11	19	30	7	37	18	12	28	11	17	19	16	21	33	10	8	20	11	17	11	22	22	25	23	13	9	13	17	12	10	15	13	4	29	11	33	27	8	19	26	13	10	11	29	9	8	33	10	34	16	19	22	18	22	43	28	53	26	39	11	74	6	8	17	13	13	8	31	4	15	31	13	6	14	6	7	6																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
1951Labour	11	18	44	13	15	12	6	20	44	7	13	10	11	15	25	12	25	23	12	19	9	42	42	20	17	6	33	22	26	21	44	17	24	13	8	9	28	18	50	8	4	9	4	11	20	40	18	38	23	31	16	30	18	11	18	9	18	43	11	10	21	16	39	31	31	21	15	17	25	20	18	33	49	28	4	5	15	36	5	10	13	10	21	9	28	30	9	25	5	37	12	37	10	14	12	9	25	12	11	26	7	32	15	7	16	6	23	13	9	45	7	11	1	12	9	17	7	10	12	15	8	47	15	18	28	12	17	26	17	41	20	12	19	10	19	18	29	26	34	12	14	18	20	8	7	17	14	26	8	85	34	12	10	22	30	10	16	14	10	6	8	20	39																																																																																																																																																																																																																																																																																																																																																																																																											
1955Conservative	8	11	9	24	19	14	13	18	17	56	4	13	11	14	11	18	13	20	5	18	6	24	16	3	20	13	59	13	8	22	8	18	26	28	55	55	30	31	20	44	11	37	28	16	31	16	21	21	7	52	21	18	30	4	55	6	9	8	3	23	25	10	17	39	13	16	7	56	48	21	6	11	25	6	37	10	28	15	24	3	23	12	25	24	36	15	7	30	9	32	6	13	27	22	18	25	22	15	8	3	16	9	14	7	11	11	9	12	18	27	12	16	14	5	15	9	6	22	10	20	6	30	24	18	15	20	10	10	12	34	16	22	17	34	25	8	19	23	29	51	33	15	20	23	21	6	19	29	12	35	7	5	19	5	21	23	23	8	46	35	22	11	21	39	16	30	23	14	46	7	11	34	11	35	17	33	30	40	21	33	17	22	17	13	33	20	60	21	12	26	16	9	8	17	10	20	21	27	34	28	34	6	26	8	28	23	10	19	9	19	22	36	41	15	32	53	50	40	15	16	47	35	8	41	65																																																																																																																																																																																																																																																																																																																																													
1956Conservative	30	40	10	13	5	17	11	16	10	17	25	10	28	21	8	27	33	13	14	14	5	16	8	16	15	16	8	34	21	10	21	21	3	23	13	19	14	28	12	6	8	19	25	6	16	7	24	7	3	32	20	22	12	6	14	8	30	11	21	5	29	14	24	9	34	42	13	14	10	23	24	22	12	27	27	7	12	29	23	3	4	30	28	14	11	20	34	14	14	9	15	10	8	10	25	5	9	36	24	15	10	8	13	13	21	37	9	11	23	5	11	15	19	26	39	24	16	15	25	4	24	25	4	12	5	4	19	21	10	8	25	24	3	27	19	6	13	12	28	33	13	12	50	32	10	37	3	10	8	29	19	26	11	23	15	4	12	20	12	20	12	6	11	13	6	24	18	13	36	10	15	28	11	24	6	17	17	22	28	22	43	13	25	7	14	18	10	7	25	15	8	22	26	16	35	19	20	14	18	28	13	8	11	13	12	23	27	18	24	3	15	21	8	3	24	14	7	23	3	5	5	8	11	15	28	23	16	19	53	19	34	12	33	19	22	14	12	8	27	31	23	9	31	6	36	20	14	6	6	21	14	7	11	5	58	28	38	27	20	12	21	31	17	30	10	31	26	15	14	6	12	23	9	3	11	51	27	26	24	4	22	27	24	17	6	13	6	19	34	10	12	13	7	17	10	7	17	8	11	16	6	9	67	5	17	13	6	13	15	60	14	10	25	15	28	7	9	5	64	9	14	17	38	30	13	25	5	8	20	15	9	26	6	23	15	8	31	7	28	9	20	17	10	17	42	25	11	21	10																																																																																																																																																																																																																	
1957Conservative	19	21	27	40	20	61	22	16	44	16	22	20	23	18	34	6	9	62	7	11	7	6	6	5	15	8	28	19	12	6	27	17	21	4	6	36	14	17	35	97	5	11	13	16	9	12	11	16	8	16	23	13	29	23	6	6	5	12	12	14	10	15	30	12	33	29	13	28	8	9	16	8	17	8	13	7	9	16	9	9	25	12	13	14	15	20	18	19	27	15	11	7	18	25	13	20	43	20	24	36	37	1	10	14	26	21	8	11	7	30	9	12	15	25	10	18	10	7	5	5	25	17	21	10	13	8	5	12	12	9	38	20	4	9	24	11	7	25	27	24	9	12	36	44	24	14	35	31	35	14	4	4	10	15	5	31	34	25	19	19	11	11	10	6	20	6	7	16	5	10	5	27	11	15	22	5	19	7	36	24	14	10	17	15	16	4	15	20	36	7	15	6	10	22	12	21	34	31	11	15	19	12	11	11	43	45	7	29	31	27	27	13	16	10	22	14	13	12	5	5	39	3	18	14	31	19	10	14	26	33	14	35	13	11	16	14	15	35	19	10	25	14	14	12	7	27	43	32	31	32	10	13	13	28	13	7	14	19	10	11	10	17	38	8	11	11	11	13	5	7	8	23	7	21	8	3	4	6	15	20	14	17	16	51	31	23	11	18	20	3	5	5	30	9	16	8	15	32	75	15	25	53	7	17	26	12	12	18	21	20	13	20	12	3	18	23	16	12	18	20	43	20	18	26	15	11	17	8	27	58	15	28	15	22	12	27	17	29	10	6	4	24	8	27	29	14	15	25	37	53	23	34	43	19	29	33	37	33	21	29	21	7	24	22	7	6	29	69	71	42	30	14	15	38	26	31																																																																																																																																																																																						
1958Conservative	20	14	22	11	16	4	27	13	16	5	24	17	14	15	6	6	19	27	8	15	19	6	24	8	18	13	18	9	7	7	13	12	15	22	10	19	12	9	23	16	7	15	27	21	14	26	8	7	12	21	12	32	28	12	15	11	21	20	20	20	13	13	16	18	22	18	11	10	8	28	20	19	5	45	36	28	20	12	25	19	17	7	18	18	24	6	15	19	37	45	39	19	7	21	7	11	6	10	24	19	12	18	23	17	15	19	23	22	18	8	22	7	26	19	25	22	12	9	48	9	16	22	18	24	9	10	13	5	36	21	10	11	13	7	25	10	35	21	21	18	16	21	30	41	22	8	17	28	31	9	17	16	12	29	34	36	13	15	48	16	19	9	17	8	12	5	1	17	14	29	19	16	22	13	22	32	18	17	18	32	57	25	31	31	42	29	9	19	24	25	36	8	20	39	29	16	9	5	5	12	23	46	28	33	48	41	8	37	26	15	54	28	6	34	41	69	50	31	6	21	40	10	28	16	14	18	7	10	11	9	13	18	12	13	14																																																																																																																																																																																																																																																																																																																																			
1960Conservative	13	13	13	6	21	27	19	20	28	28	6	15	25	22	21	6	17	27	33	22	12	26	23	28	16	28	4	13	4	9	4	14	4	24	4	11	29	26	12	9	22	5	29	9	20	5	23	6	11	16	17	5	24	10	17	16	23	20	14	15	14	13	8	22	20	13	23	12	14	15	14	19	15	17	9	19	5	19	22	12	2	19	27	8	12	21	15	25	12	21	20	12	6	20	21	35	18	10	10	14	11	17	14	14	6	19	14	19	5	4	25	12	14	16	13	18	20	31	29	22	14	19	16	25	5	11	23	22	5	10	12	21	10	18	21	10	7	28	28	47	25	19	9	17	5	20	12	15	26	20	7	17	11	13	23	10	36	15	18	13	13	29	16	16	11	35	37	18	21	5	21	41	51	55	22	45	34	45	26	20	23	7	30	24	10	10	23	22	39	21	26	15	26	18	32	8	23	32	14	13	24	13	15	24	17	5	4	4	13	14	15	16	15	13	24	35	7	29	7	32	31	6	15	16	32	18	9	39	8	5	22	26	10	10	23	8	6	22	3	6	14	10	20	19	11	19	9	19	13	20	18	24	30	44	16	11	12	10	23	27	9	14	28	3	29	13	7	12	5	4	47	27	26	6	9	13	17	5	17	12	31	18	36	9	17	7	29	22	18	21	29	9	8	23	11	16	10	37	18	23	6	33	16	32	8	21	7	7	12	39	6	6	8	6	15	23	16	5	13	20	15	4	39	8	42	7	28	31	23	11	7	15	24	19	21	19	31	27	7	24	13	28	21	35	38	31	6	16	13	20	15	20	14	6	11	15	23	12	8	15	34	15	38	18	22	25	21	12	15	13	8	12	11	13	19	31	12	8	26	19	6	16	15	17	65	20	47	24	11	7	39	13	17	18	17	7	11	38	10	7	11	17	17	4	8	10	8	38	29	21	25	30	21	17																																																																																																																																																
1961Conservative	10	10	5	5	11	22	33	19	14	9	14	35	6	10	7	17	30	11	4	37	13	38	10	18	15	16	13	18	28	15	18	11	41	10	8	7	4	9	25	36	20	15	9	20	19	16	23	5	37	33	18	11	7	62	26	25	12	9	15	8	8	13	22	23	15	21	18	38	39	9	28	34	35	19	12	18	12	10	23	24	20	6	37	12	22	5	12	9	8	7	34	19	17	28	25	24	37	7	21	18	20	25	13	26	38	30	36	7	32	25	8	10	11	21	33	42	11	20	28	68	16	36	14	6	15	5	22	22	17	7	14	11	40	40	10	25	28	18	8	15	5	25	19	6	39	17	10	23	22	9	25	29	8	31	25	17	23	79	26	27	33	6	14	20	32	13	4	24	6	18	33	16	15	22	10	15	25	34	23	23	14	24	11	17	7	11	30	8	4	7	7	17	3	9	16	5	18	31	9	3	7	4	8	7	14	12	34	14	18	20	9	11	11	16	21	20	29	22	3	18	12	16	26	20	12	17	11	22	4	18	5	9	66	15	19	22	17	24	34	33	18	10	30	19	20	5	8	26	14	19	24	13	25	26	23	14	32	15	23	8	8	22	30	14	32	18	25	15	4	8	17	12	15	21	22	8	20	27	12	25	36	51	14	30	17	25	7																																																																																																																																																																																																																																																																															
1962Conservative	26	44	18	15	23	8	32	24	21	12	26	19	33	3	9	34	8	15	23	13	26	16	23	40	28	19	12	11	10	12	13	13	10	9	20	12	5	9	11	17	5	16	33	19	16	18	34	23	18	20	11	6	17	29	13	15	33	8	35	37	28	31	26	17	18	9	32	28	7	9	40	22	20	23	11	7	10	35	23	7	7	23	47	10	13	17	15	60	9	17	37	20	17	10	39	23	22	21	27	13	36	19	29	12	25	11	3	25	28	28	14	14	35	15	15	2	31	13	22	14	25	5	28	21	27	49	18	12	10	26	6	28	12	27	15	21	33	44	4	26	18	19	21	16	18	28	51	7	17	13	32	11	7	38	22	15	5	16	27	18	16	13	22	21	37	40	8	14	12	11	21	67	25	30	12	54	19	5	45	18	12	11	25	26	12	34	24	18	14	27	13	21	38	20	18	16	5	11	18	10	21	29	26	19	29	8	17	36	23	19	7	9	4	12	6	28	33	31	5	7	10	8	11	18	22	9	17	30	7	33	19	10	32	18	13	11	10	24	33	31	28	18	16	31	35	35	65	7	16	49	43	14	20																																																																																																																																																																																																																																																																																																																	
1963Liberal	12	15	14	21	31	22	10	43	12	13	12	3	38	19	22	9	36	24	51	7	19	16	7	4	13	16	20	15	8	19	28	37	35	11	15	13	9	22	18	10	10	6	27	13	13	18	37	5	17	13	17	13	29	24	19	17	2	34	11	4	30	8	5	9	13	11	13	9	37	12	22	14	26	25	18	15	12	14	16	26	32	7	22	33	8	12	30	34	21	8	44	13	14	10	11	11	31	18	23	9	31	25	7	35	53	63	34	7	11	55	9	15	2	18	7	4	54	14	32	28	32	41	7	41	30	11	11	34	39	5	10	7	9	23	16	15	24	15	14	45	15	16	13	11	12	16	35	20	26	29	17	47	34	44	24	14	23	21	29	9	30	15	14	19	17	25	33	10	22	31	17	10	34	18	16	20	15	13	27	48	27	11	19	20	13	15	13	17	12	7	9	9	7	22	29	30	6	7	17	34	6	37	10	16	6	15	43	12	13	13	20	51	23	5	20	16	11	29	22	21	17	13	12	24	28	17	21	52	39	14	32	5	6	7	16	19	26	29	31	19	35	17	23	18	13	8	19	11	12	40	27	9	22	48	11	16	48	19	43	20	15	40	38	18	29	26	29	8	39	14	12	26	24	19	22	22	7	18	14	27	26	24	26	7	22	31	19	18	46	12	29	9	21	11	15	10	15	25	11	6	6	16	8	4	11	9	12	24																																																																																																																																																																																																																																																										
1963Conservative	22	14	51	13	21	21	15	36	12	56	30	26	43	26	29	25	23	25	12	13	44	7	14	30	13	15	12	51	8	34	17	51	33	20	23	25	33	8	18	47	32	16	24	16	6	6	6	18	36	14	13	23	38	9	10	9	25	49	42	12	32	12	29	12	9	21	14	21	10	20	14	42	22	32	13	35	3	13	38	19	19	40	190	34	50	20	13	50	17	15	31	23	12	20	20	21	14	38	30	15	18	49	45	48	36	36	26	6	16	24	23	53	9	36	19	15	8	28	18	18	32	10	24	22	49	29	22	19	19	37	28	53	42	44	28	53	43	37	7	31	11	22	25	24	23	4	13	15	20	20	30	21	28	40	9	28	25	50	89	21	26	16	35	39	37	17	46	30	14	16	20	12	18	35	53	27	41	12	25	31	21	18	40	15	14	18	26	28	19	11	12	23	24	28	7	41	23	19	12	15	21	47	11	53	10	18	8	15	6	20	7																																																																																																																																																																																																																																																																																																																																																											
1964Labour	28	31	55	70	38	5	21	59	19	7	44	21	87	35	34	36	34	45	24	15	24	47	10	38	7	13	32	31	37	16	56	41	20	11	42	71	21	33	43	71	19	19	16	25	51	23	9	7	37	18	22	20	30	8	10	14	34	14	11	22	52	25	30	26	58	42	17	63	48	62	33	14	34	47	16	39	37	14	9	52	17	14	40	36	33	83	29	35	24	15	59	33	7	12	10	16	15	13	17	72	28	22	12	53	58	18	27	18	34	49	13	43	9	37	60	44	39	23	25	24	43	7	35	42	8	32	5	22	32	38	45	53	22	38	12	18	13	46	26	61	13	24	25	35	77	28	8	36	40	23	21	23	15	8	6	28	19	71	94	17	59	5	5	61	1	40	24	35	26	14	22	21	21	19	41	34	5	44	39	53	31	57	42	40	5	11	40	79	43	7	14	41	27	22	44	64	51	49	28	30	56	21	20	23	49	22	36	56	40	28	10	19	13	46	25	28	4	13	64	12	48	11	34	13	25	12	21	69	8	30	8	12	57	79	16	22	42	35	14																																																																																																																																																																																																																																																																																																																															
1965Labour	12	34	22	68	41	5	52	74	44	60	75	47	32	22	42	18	14	19	39	17	57	12	57	7	28	24	35	27	60	7	78	18	41	63	23	73	13	51	88	37	9	10	16	49	80	40	35	43	22	99	14	71	18	17	19	8	5	16	26	39	4	3	3	21	110	16	16	7	10	43	31	4	2	20	4	58	5	64	18	7	11	26	6	23	19	6	9	14	26	9	32	6	10	10	12	6	44	9	13	15	39	8	21	21	101	6	20	43	30	29	21	43	20	41	31	34	22	15	10	66	27	23	4	9	3	14	16	38	9	18	54	23	17	18	17	10	5	1	14	16	44	32	12	15	11	30	23	55	20	13	29	25	5	39	14	39	17	7	29	14	45	39	7	20	99	15	33	17	41	9	21	19	2	16	25	4	27	22	16	21	9	14	7	5	21	21	8	51	39	24	37	21	6	12	13	56	16	68	30	56	26	59	21	18	40	31	12	39	7	17	41	22	23	68	73	17	38	10	66	16	15	20	54	18	55	69	9	42	52	88	5	15	37	13	11	13	18	16	5	116	20	4	26	49	62	8	28	4	1	1	6	3	12	8	18	15	28	4	16	13	35	41	50	18	24	78	30	26	16	16	16	15	13	46	27	3	8	15	9	15	14	25	49	24	18	10	29	13	35	32	42	26	38	47	8	5	16	27	13	40	60	23	9	19	26	48	51	67	20	17	17	90	32	49	7	13	7	71	3	6	20	50	19	25	8	11	29	64	88	1																																																																																																																																																																																																																																				
1965Conservative	28	20	15	25	8	20	28	20	32	9	11	16	31	24	17	15	44	22	16	61	36	6	31	35	8	15	14	11	34	81	32	4	14	19	13	10	8	16	5	31	6	11	13	5	11	26	10	12	22	10	23	17	20	20	9	18	29	7	41	18	7	7	14	13	6	7	18	7	3	7	10	3	3	5	21	5	6	8	8	11	7	5	5	5	27	23	11	20	9	20	9	35	8	14	21	12	18	22	11	7	20	30	4	20	11	61	8	11	21	5	9	55	16	30	13	13	5	23	15	37	11	51	15	28	16	15	15	23	21	11	7	23	30	10	10	27	10	9	19	16	22	29	16	17	10	6	6	13	18	8	17	16	30	22	21	26	16	18	4	17	52	43	7	35	22	34	5	9	6	14	22	31	15	7	27	17	12	28	15	24	8	7	19	22	13	37	46	15	19	8	11	17	22	7	37	14	21	13	36	17	20	22	1	35	4	48	17	13	12	9	22	46	11	11	21	29	17	8	45	23	26	10	35	10	7	12	10	24	1	11	21	15	6	7	52	37	46	6	10	7	5	10	13	14	6	13	12	32	19	23	20	5	12	14	12																																																																																																																																																																																																																																																																																																															
1966Labour	12	33	7	45	51	7	9	13	21	30	74	24	31	21	39	29	49	5	15	44	55	12	27	29	10	34	18	26	6	26	21	32	48	14	100	5	13	20	12	14	37	18	27	53	7	9	27	61	25	21	21	30	32	48	20	33	55	29	8	3	22	22	10	13	14	31	36	55	29	42	32	9	21	34	44	13	36	28	45	10	4	27	52	36	25	27	20	29	72	19	9	31	47	25	71	11	83	22	33	11	17	22	18	9	4	4	20	14	13	15	11	26	58	32	16	29	44	63	29	26	35	8	16	35	7	10	24	26	17	28	47	11	23	16	55	43	10	25	5	15	21	27	44	21	38	11	11	13	45	36	32	9	17	22	18	5	16	11	37	19	50	34	23	35	47	6	82	91	92	30	28	13	23	85	55	12	24	8	15	28	6	36	8	43	15	39	26	29	16	40	30	32	8	10	10	40	5	21	23	27	9	4	21	54	33	69	21	36	34	32	12	6	25	24	6	26	15	16	44	7	24	37	37	24	23	33	112	21	18	34	3	38	38	20	64	32	60	23	69	19	137	35																																																																																																																																																																																																																																																																																																																												
1966Conservative	33	53	47	6	37	45	43	55	7	13	32	15	15	53	22	21	12	14	10	32	21	31	11	14	11	11	15	4	36	47	30	10	20	31	16	59	21	32	38	25	25	121	40	61	29	10	5	8	27	11	28	12	28	31	23	10	13	36	10	10	6	45	38	9	3	21	30	13	10	17	18	9	7	32	16	29	34	19	22	20	13	5	12	50	32	4	16	9	15	16	24	47	46	23	28	17	13	19	5	14	23	36	17	19	22	38	30	29	32	18	53	28	36	6	17	18	21	31	22	30	27	19	42	32	37	17	27	10	18	11	17	22	12	26	16	9	29	14	69	11	15	36	37	33	36	11	28	10	8	45	4	21	19	15	22	7	15	11	16	7	3	21	66	74	40	10	3	4	56	34	15	5	20	14	35	17	4	7	30	13	11	26	7	11	7	9	21	40	28	41	6	12	5	24	21	39	27	18	30	11	6	34	79	32	50	15	48	5	62	62	75	18	7	28	16	5	3	46	56	9	42	9	7	14	13	8	12	16	15	21	9	16	11	12	5	21																																																																																																																																																																																																																																																																																																																																		
1967Labour	10	49	24	41	44	9	20	53	41	13	20	28	19	16	22	9	12	13	9	35	9	42	12	10	5	15	11	8	25	6	15	14	4	15	14	15	51	43	31	6	3	43	11	22	17	1	1	1	1	14	37	27	27	18	2	30	31	17	43	31	80	25	51	17	12	10	8	34	8	18	11	21	14	11	29	4	19	26	12	16	22	26	8	18	14	1	13	7	16	5	45	52	25	26	17	38	5	35	24	51	1	35	9	11	14	5	20	20	30	16	4	33	11	21	35	9	53	13	19	133	10	20	18	46	12	30	14	4	27	16	13	13	30	38	38	6	28	17	28	6	40	44	23	10	37	6	41	8	21	7	8	48	48	32	55	35	54	23	41	22	32	39	20	11	7	30	5	10	10	5	37	22	12	4	24	24	20	26	17	13	14	23	35	8	10	23	16	39	20	28	160	17	14	21	43	15	29	30	45	19	20	33	45	76	16	66	19	36	2	41	37	40	8	24	12	41	4	21	58	4	33	21	12	33	6	62	31	17	28	31	7	53	8	44	37	16	6	22	40	22	24	29	36	15	20	52	21	14	15	53	11	19	25	22	28	27	26	20	40	50	25	7	5	85	21	47	14	34	24	31	22	17	21	26	25	72	25	10	21	29	42	63	10	74	9	36	21	18	32	11	30	69	15	12	42	3	88	21	48	34	57	23	10	34	5	64	10	43	10	22	17	14	25	43	21	37	24	16	20	20	52	20	16	23	54	24	4	22	42	56	24	18	12	4	8																																																																																																																																																																																																																															
1967Conservative	73	10	25	24	51	41	15	22	21	10	6	20	24	15	22	13	13	26	43	11	46	29	8	17	22	105	24	34	13	19	12	16	15	42	15	12	8	21	21	27	83	9	25	30	27	46	8	15	9	57	6	44	39	35	47	11	40	53	25	10	11	30	15	13	35	12	14	20	39	6	19	15	9	30	26	7	24	91	17	4	9	26	5	29	5	33	42	38	7	9	16	25	15	9	9	8	6	12	14	9	11	8	40	7	10	7	21	5	24	27	28	23	16	22	4	30	28	23	37	7	6	31	14	24	14	15	15	24	26	49	39	37	17	5	12	14	16	72	76	11	6	6	6	19	25	11	8	15	5	12	22	16	3	12	7	22	25	22	19	16	26	15	56	30	7	33	6	11	33	15	10	7	43	9	33	19	21	12	41	29	28	11	22	81	5	31	20	7	11	48	10	13	6	11	12	7	29	36	34																																																																																																																																																																																																																																																																																																																																																																							
1968Labour	25	18	13	20	12	34	23	4	9	2	5	5	12	48	12	5	10	26	44	10	12	8	39	38	5	8	14	16	9	26	15	20	31	30	26	20	26	23	31	8	10	4	4	28	20	16	18	22	36	41	15	10	14	5	17	22	22	44	51	20	12	19	13	7	8	14	14	30	10	29	5	16	28	33	22	11	19	17	19	50	48	19	17	8	14	4	14	17	45	25	23	4	27	30	25	28	40	18	23	17	30	15	33	26	12	1	1	5	40	21	30	24	25	1	1	22	9	9	27	25	11	37	25	28	29	21	13	40	37	21	25	22	63	18	34	19	21	29	30	28	28	18	35	51	15	18	6	39	26	36	4	15	26	30	24	55	22	28	38	46	2	35	34	18	21	16	11	7	24	7	25	12	11	7	22	5	16	13	9	58	44	5	8	8	38	15	19	22	7	15	17	1	6	14	14	12	5	43	20	30	20	26	9	4	12	15	40	12	17	28	6	2	2	2	11	12	27	12	24	3	12	30	20	36	19	17	25	18	27	20	10	8	16	17	22	25	12	34	56	4	16	26	19	7	5	5	5	17	30	9	33	10	9	21	15	9	12	28	15	19	44	11	18	6	4	25	14	28	7	15	18	15	62	9	11	13	22	15	11	65	8	3	9	8	35	37	27	41	8	23	19	46	28	25	18	8	6	7	31	27	27	43	12	30	9	15	13	26	50	38	16	25	41	17	27	8	14	14	12	13	11	10	31	20	10	14	7	24	5	8	17	35	53	24	11	68	11	15	20	20	12	3	26	10	17																																																																																																																																																																																																																					
1968Conservative	17	29	14	11	12	12	14	14	36	23	18	42	6	23	28	6	9	13	18	26	8	15	38	6	17	7	7	26	8	32	14	19	18	12	10	2	28	2	24	20	14	24	4	22	10	9	12	9	9	13	7	13	9	29	14	22	34	32	5	2	22	3	17	1	30	55	6	9	29	15	28	9	14	34	3	7	23	22	21	7	13	8	6	11	7	26	15	21	21	25	63	22	24	46	10	7	19	25	18	31	31	36	15	11	32	26	43	12	16	19	7	15	34	17	17	26	20	13	13	26	44	72	32	9	9	15	25	23	13	31	16	1	8	16	6	29	18	21	19	9	9	21	9	23	28	20	20	15	31	45	7	21	34	12	8	16	11	9	4	8	7	10	5	10	15	8	18	22	15	35	5	4	10	22	8	9	14	14	19	12	15	19	20	15	11	8	21	18	11	31	14	12	25	18	31	24	9	11	10	14	13	14	22	18	16	21	30	30	87	36	19	18	70	9	11	82	31	34	11	34	14	53	11	16	17	9	10	10	10	15	19	15	14	45	5	38	7	11	39	76	34	16	9	13	46	41	6	15	34	14	7	23	16	13	42	20	48	7	4	7	9																																																																																																																																																																																																																																																																																																									
